name,description
B25056e8,CONTRACT RENT:  No cash rent:  Renter-occupied housing units -- (Estimate)
B25056e9,CONTRACT RENT:  No cash rent:  Renter-occupied housing units -- (Estimate)
B25056e10,CONTRACT RENT:  Total:  Renter-occupied housing units -- (Estimate)
B25056e11,CONTRACT RENT:  Total:  Renter-occupied housing units -- (Estimate)
B25056e12,CONTRACT RENT:  Total:  Renter-occupied housing units -- (Estimate)
B25056e13,CONTRACT RENT:  Total:  Renter-occupied housing units -- (Estimate)
B25056e14,CONTRACT RENT:  Total:  Renter-occupied housing units -- (Estimate)
B25056e15,CONTRACT RENT:  Total:  Renter-occupied housing units -- (Estimate)
B25056e16,CONTRACT RENT:  With cash rent:  $700 to $749:  Renter-occupied housing units -- (Estimate)
B25056e17,CONTRACT RENT:  With cash rent:  $750 to $799:  Renter-occupied housing units -- (Estimate)
B25056e18,CONTRACT RENT:  With cash rent:  $800 to $899:  Renter-occupied housing units -- (Estimate)
B25056e19,CONTRACT RENT:  With cash rent:  $900 to $999:  Renter-occupied housing units -- (Estimate)
B25056e20,"CONTRACT RENT:  With cash rent:  $1,000 to $1,249:  Renter-occupied housing units -- (Estimate)"
B25056e21,"CONTRACT RENT:  With cash rent:  $1,250 to $1,499:  Renter-occupied housing units -- (Estimate)"
B25056e22,"CONTRACT RENT:  With cash rent:  $1,500 to $1,999:  Renter-occupied housing units -- (Estimate)"
B25056e23,"CONTRACT RENT:  With cash rent:  $2,000 or more:  Renter-occupied housing units -- (Estimate)"
B25056e24,CONTRACT RENT:  No cash rent:  Renter-occupied housing units -- (Estimate)
B25057e1,LOWER CONTRACT RENT QUARTILE (DOLLARS):  Lower contract rent quartile:  Renter-occupied housing units paying cash rent -- (Estimate)
B25058e1,MEDIAN CONTRACT RENT (DOLLARS):  Median contract rent:  Renter-occupied housing units paying cash rent -- (Estimate)
B25059e1,UPPER CONTRACT RENT QUARTILE (DOLLARS):  Upper contract rent quartile:  Renter-occupied housing units paying cash rent -- (Estimate)
B25060e1,AGGREGATE CONTRACT RENT (DOLLARS):  Aggregate contract rent:  Renter-occupied housing units paying cash rent -- (Estimate)
B25075e1,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e2,"VALUE:  $200,000 to $249,999:  Owner-occupied housing units -- (Estimate)"
B25075e3,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25075e4,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25075e5,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25075e6,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25075e7,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25075e8,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25075e9,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25075e10,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e11,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e12,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e13,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e14,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e15,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e16,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e17,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e18,VALUE:  Total:  Owner-occupied housing units -- (Estimate)
B25075e19,"VALUE:  $200,000 to $249,999:  Owner-occupied housing units -- (Estimate)"
B25075e20,"VALUE:  $250,000 to $299,999:  Owner-occupied housing units -- (Estimate)"
B25075e21,"VALUE:  $300,000 to $399,999:  Owner-occupied housing units -- (Estimate)"
B25075e22,"VALUE:  $400,000 to $499,999:  Owner-occupied housing units -- (Estimate)"
B25075e23,"VALUE:  $500,000 to $749,999:  Owner-occupied housing units -- (Estimate)"
B25075e24,"VALUE:  $750,000 to $999,999:  Owner-occupied housing units -- (Estimate)"
B25075e25,"VALUE:  $1,000,000 or more:  Owner-occupied housing units -- (Estimate)"
B25076e1,LOWER VALUE QUARTILE (DOLLARS):  Lower value quartile (dollars):  Owner-occupied housing units -- (Estimate)
B25077e1,MEDIAN VALUE (DOLLARS):  Median value (dollars):  Owner-occupied housing units -- (Estimate)
B25078e1,UPPER VALUE QUARTILE (DOLLARS):  Upper value quartile (dollars):  Owner-occupied housing units -- (Estimate)
B25081e1,MORTGAGE STATUS:  Total:  Owner-occupied housing units -- (Estimate)
B25081e2,"MORTGAGE STATUS:  Housing units with a mortgage, contract to purchase, or similar debt:  Owner-occupied housing units -- (Estimate)"
B25081e3,"MORTGAGE STATUS:  Housing units with a mortgage, contract to purchase, or similar debt:  With either a second mortgage or home equity loan, but not both:  Owner-occupied housing units -- (Estimate)"
B25081e4,"MORTGAGE STATUS:  Housing units with a mortgage, contract to purchase, or similar debt:  With either a second mortgage or home equity loan, but not both:  Second mortgage only:  Owner-occupied housing units -- (Estimate)"
B25081e5,"MORTGAGE STATUS:  Housing units with a mortgage, contract to purchase, or similar debt:  With either a second mortgage or home equity loan, but not both:  Home equity loan only:  Owner-occupied housing units -- (Estimate)"
B25081e6,"MORTGAGE STATUS:  Housing units with a mortgage, contract to purchase, or similar debt:  Both second mortgage and home equity loan:  Owner-occupied housing units -- (Estimate)"
B25081e7,"MORTGAGE STATUS:  Housing units with a mortgage, contract to purchase, or similar debt:  No second mortgage and no home equity loan:  Owner-occupied housing units -- (Estimate)"
B25081e8,MORTGAGE STATUS:  Housing units without a mortgage:  Owner-occupied housing units -- (Estimate)
B25082e1,AGGREGATE VALUE (DOLLARS) BY MORTGAGE STATUS:  Aggregate value (dollars):  Owner-occupied housing units -- (Estimate)
B25082e2,AGGREGATE VALUE (DOLLARS) BY MORTGAGE STATUS:  Housing units with a mortgage (dollars):  Owner-occupied housing units -- (Estimate)
B25082e3,AGGREGATE VALUE (DOLLARS) BY MORTGAGE STATUS:  Housing units without a mortgage (dollars):  Owner-occupied housing units -- (Estimate)
