name,description
B15001e11,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  Population 18 years and over -- (Estimate)
B15001e12,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e13,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e14,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e15,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e16,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e17,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e18,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  25 to 34 years:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e19,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  Population 18 years and over -- (Estimate)
B15001e20,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e21,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e22,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e23,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e24,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e25,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e26,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  35 to 44 years:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e27,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  Population 18 years and over -- (Estimate)
B15001e28,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e29,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e30,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e31,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e32,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e33,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e34,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  45 to 64 years:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e35,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  Population 18 years and over -- (Estimate)
B15001e36,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e37,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e38,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e39,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e40,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e41,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e42,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Male:  65 years and over:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e43,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  Population 18 years and over -- (Estimate)
B15001e44,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  Population 18 years and over -- (Estimate)
B15001e45,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e46,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e47,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e48,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e49,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e50,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e51,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  18 to 24 years:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e52,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  Population 18 years and over -- (Estimate)
B15001e53,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e54,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e55,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e56,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e57,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e58,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e59,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  25 to 34 years:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e60,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  Population 18 years and over -- (Estimate)
B15001e61,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e62,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e63,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e64,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e65,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e66,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e67,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  35 to 44 years:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e68,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  Population 18 years and over -- (Estimate)
B15001e69,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e70,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e71,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e72,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e73,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e74,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e75,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  45 to 64 years:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15001e76,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  Population 18 years and over -- (Estimate)
B15001e77,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  Less than 9th grade:  Population 18 years and over -- (Estimate)
B15001e78,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  9th to 12th grade, no diploma:  Population 18 years and over -- (Estimate)"
B15001e79,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  High school graduate (includes equivalency):  Population 18 years and over -- (Estimate)
B15001e80,"SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  Some college, no degree:  Population 18 years and over -- (Estimate)"
B15001e81,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  Associate's degree:  Population 18 years and over -- (Estimate)
B15001e82,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  Bachelor's degree:  Population 18 years and over -- (Estimate)
B15001e83,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER:  Female:  65 years and over:  Graduate or professional degree:  Population 18 years and over -- (Estimate)
B15002e1,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Total:  Population 25 years and over -- (Estimate)
B15002e2,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Population 25 years and over -- (Estimate)
B15002e3,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  No schooling completed:  Population 25 years and over -- (Estimate)
B15002e4,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Nursery to 4th grade:  Population 25 years and over -- (Estimate)
B15002e5,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  5th and 6th grade:  Population 25 years and over -- (Estimate)
B15002e6,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  7th and 8th grade:  Population 25 years and over -- (Estimate)
B15002e7,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  9th grade:  Population 25 years and over -- (Estimate)
B15002e8,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  10th grade:  Population 25 years and over -- (Estimate)
B15002e9,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  11th grade:  Population 25 years and over -- (Estimate)
B15002e10,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  12th grade, no diploma:  Population 25 years and over -- (Estimate)"
B15002e11,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  High school graduate (includes equivalency):  Population 25 years and over -- (Estimate)
B15002e12,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Some college, less than 1 year:  Population 25 years and over -- (Estimate)"
B15002e13,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Some college, 1 or more years, no degree:  Population 25 years and over -- (Estimate)"
B15002e14,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Associate's degree:  Population 25 years and over -- (Estimate)
B15002e15,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Bachelor's degree:  Population 25 years and over -- (Estimate)
B15002e16,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Master's degree:  Population 25 years and over -- (Estimate)
B15002e17,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Professional school degree:  Population 25 years and over -- (Estimate)
B15002e18,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Male:  Doctorate degree:  Population 25 years and over -- (Estimate)
B15002e19,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Population 25 years and over -- (Estimate)
B15002e20,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  No schooling completed:  Population 25 years and over -- (Estimate)
B15002e21,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Nursery to 4th grade:  Population 25 years and over -- (Estimate)
B15002e22,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  5th and 6th grade:  Population 25 years and over -- (Estimate)
B15002e23,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  7th and 8th grade:  Population 25 years and over -- (Estimate)
B15002e24,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  9th grade:  Population 25 years and over -- (Estimate)
B15002e25,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  10th grade:  Population 25 years and over -- (Estimate)
B15002e26,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  11th grade:  Population 25 years and over -- (Estimate)
B15002e27,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  12th grade, no diploma:  Population 25 years and over -- (Estimate)"
B15002e28,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  High school graduate (includes equivalency):  Population 25 years and over -- (Estimate)
B15002e29,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Some college, less than 1 year:  Population 25 years and over -- (Estimate)"
B15002e30,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Some college, 1 or more years, no degree:  Population 25 years and over -- (Estimate)"
B15002e31,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Associate's degree:  Population 25 years and over -- (Estimate)
B15002e32,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Bachelor's degree:  Population 25 years and over -- (Estimate)
B15002e33,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Master's degree:  Population 25 years and over -- (Estimate)
B15002e34,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Professional school degree:  Population 25 years and over -- (Estimate)
B15002e35,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Female:  Doctorate degree:  Population 25 years and over -- (Estimate)
B15003e1,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Total:  Population 25 years and over -- (Estimate)
B15003e2,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  No schooling completed:  Population 25 years and over -- (Estimate)
B15003e3,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Nursery school:  Population 25 years and over -- (Estimate)
B15003e4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Kindergarten:  Population 25 years and over -- (Estimate)
B15003e5,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  1st grade:  Population 25 years and over -- (Estimate)
B15003e6,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  2nd grade:  Population 25 years and over -- (Estimate)
B15003e7,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  3rd grade:  Population 25 years and over -- (Estimate)
B15003e8,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  4th grade:  Population 25 years and over -- (Estimate)
B15003e9,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  5th grade:  Population 25 years and over -- (Estimate)
B15003e10,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  6th grade:  Population 25 years and over -- (Estimate)
B15003e11,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  7th grade:  Population 25 years and over -- (Estimate)
B15003e12,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  8th grade:  Population 25 years and over -- (Estimate)
B15003e13,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  9th grade:  Population 25 years and over -- (Estimate)
B15003e14,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  10th grade:  Population 25 years and over -- (Estimate)
B15003e15,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  11th grade:  Population 25 years and over -- (Estimate)
B15003e16,"EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  12th grade, no diploma:  Population 25 years and over -- (Estimate)"
B15003e17,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Regular high school diploma:  Population 25 years and over -- (Estimate)
B15003e18,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  GED or alternative credential:  Population 25 years and over -- (Estimate)
B15003e19,"EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Some college, less than 1 year:  Population 25 years and over -- (Estimate)"
B15003e20,"EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Some college, 1 or more years, no degree:  Population 25 years and over -- (Estimate)"
B15003e21,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Associate's degree:  Population 25 years and over -- (Estimate)
B15003e22,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Bachelor's degree:  Population 25 years and over -- (Estimate)
B15003e23,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Master's degree:  Population 25 years and over -- (Estimate)
B15003e24,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Professional school degree:  Population 25 years and over -- (Estimate)
B15003e25,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER:  Doctorate degree:  Population 25 years and over -- (Estimate)
B15011e1,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Total:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
B15011e2,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Male:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
B15011e3,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Male:  25 to 39 years:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
B15011e4,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Male:  25 to 39 years:  Science and Engineering:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
B15011e5,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Male:  26 to 39 years:  Science and Engineering Related Fields:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
B15011e6,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Male:  27 to 39 years:  Business:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
B15011e7,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Male:  28 to 39 years:  Education:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
B15011e8,"SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER:  Male:  29 to 39 years:  Arts, Humanities and Other:  POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)"
