Warehouse,Product_Code,SupplierID,ManufID,WH1,WH2,WH3,WH4,Time_Enroute,Destination,Miles,f1,f2,f3,f4,f5,capacity,prodx,cost,Product_Code_Warehouse,xProd_vecm,production_quantity,Forecast,Product_Category,WarehouseID,Warehouse_City,Warehouse_State,Warehouse_Region,Type,Color,Address,Lat,Long
W2,Product_0005,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,453.0,Product_0005S1M1W2,0.01,Product_0005_W2,Product_0005S1M1W2,453.0,1549,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0005,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,464.0,Product_0005S2M3W2,0.01,Product_0005_W2,Product_0005S2M3W2,464.0,1549,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0005,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,431.0,Product_0005S3M3W2,0.01,Product_0005_W2,Product_0005S3M3W2,431.0,1549,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0005,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,286.0,Product_0005S4M1W2,0.01,Product_0005_W2,Product_0005S4M1W2,138.0,1549,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0006,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,184.0,Product_0006S1M1W2,0.05,Product_0006_W2,Product_0006S1M1W2,184.0,610,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0006,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,164.0,Product_0006S2M3W2,0.05,Product_0006_W2,Product_0006S2M3W2,164.0,610,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0006,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,130.0,Product_0006S3M3W2,0.05,Product_0006_W2,Product_0006S3M3W2,130.0,610,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0007,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,921.0,Product_0007S1M1W2,0.01,Product_0007_W2,Product_0007S1M1W2,921.0,4798,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0007,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,1245.0,Product_0007S2M3W2,0.01,Product_0007_W2,Product_0007S2M3W2,1245.0,4798,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0007,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,1090.0,Product_0007S3M3W2,0.01,Product_0007_W2,Product_0007S3M3W2,1090.0,4798,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0007,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,1367.0,Product_0007S4M1W2,0.01,Product_0007_W2,Product_0007S4M1W2,1367.0,4798,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0008,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,2502.0,Product_0008S1M1W2,0.04,Product_0008_W2,Product_0008S1M1W2,2502.0,8784,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0008,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,2824.0,Product_0008S2M3W2,0.04,Product_0008_W2,Product_0008S2M3W2,2824.0,8784,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0008,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,2435.0,Product_0008S3M3W2,0.04,Product_0008_W2,Product_0008S3M3W2,2435.0,8784,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0008,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,2055.0,Product_0008S4M1W2,0.04,Product_0008_W2,Product_0008S4M1W2,262.0,8784,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0009,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,1323.0,Product_0009S1M1W2,0.08,Product_0009_W2,Product_0009S1M1W2,1323.0,4364,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0009,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,1288.0,Product_0009S2M3W2,0.08,Product_0009_W2,Product_0009S2M3W2,1288.0,4364,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0009,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,820.0,Product_0009S3M3W2,0.08,Product_0009_W2,Product_0009S3M3W2,820.0,4364,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0009,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,848.0,Product_0009S4M1W2,0.08,Product_0009_W2,Product_0009S4M1W2,848.0,4364,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0010,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,519.0,Product_0010S1M1W2,0.06,Product_0010_W2,Product_0010S1M1W2,519.0,1796,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0010,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,412.0,Product_0010S2M3W2,0.06,Product_0010_W2,Product_0010S2M3W2,412.0,1796,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0010,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,378.0,Product_0010S3M3W2,0.06,Product_0010_W2,Product_0010S3M3W2,378.0,1796,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0010,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,522.0,Product_0010S4M1W2,0.06,Product_0010_W2,Product_0010S4M1W2,471.0,1796,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0011,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,8727.0,Product_0011S1M1W2,0.02,Product_0011_W2,Product_0011S1M1W2,8727.0,24569,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0011,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,8606.0,Product_0011S2M3W2,0.02,Product_0011_W2,Product_0011S2M3W2,8606.0,24569,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0011,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,6581.0,Product_0011S3M3W2,0.02,Product_0011_W2,Product_0011S3M3W2,6581.0,24569,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0011,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,8768.0,Product_0011S4M1W2,0.02,Product_0011_W2,Product_0011S4M1W2,655.0,24569,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0012,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,28074.0,Product_0012S1M1W2,0.07,Product_0012_W2,Product_0012S1M1W2,28074.0,80688,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0012,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,26028.0,Product_0012S2M3W2,0.07,Product_0012_W2,Product_0012S2M3W2,26028.0,80688,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0012,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,22683.0,Product_0012S3M3W2,0.07,Product_0012_W2,Product_0012S3M3W2,22683.0,80688,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0013,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,1937.0,Product_0013S1M1W2,0.06,Product_0013_W2,Product_0013S1M1W2,1937.0,6346,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0013,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,1906.0,Product_0013S2M3W2,0.06,Product_0013_W2,Product_0013S2M3W2,1906.0,6346,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0013,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,1772.0,Product_0013S3M3W2,0.06,Product_0013_W2,Product_0013S3M3W2,1772.0,6346,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0013,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,1391.0,Product_0013S4M1W2,0.06,Product_0013_W2,Product_0013S4M1W2,230.0,6346,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0014,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,18500.0,Product_0014S1M1W2,0.03,Product_0014_W2,Product_0014S1M1W2,18500.0,55427,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0014,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,13715.0,Product_0014S2M3W2,0.03,Product_0014_W2,Product_0014S2M3W2,13715.0,55427,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0014,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,13520.0,Product_0014S3M3W2,0.03,Product_0014_W2,Product_0014S3M3W2,13520.0,55427,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0014,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,15331.0,Product_0014S4M1W2,0.03,Product_0014_W2,Product_0014S4M1W2,6488.0,55427,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0015,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,6586.0,Product_0015S1M1W2,0.03,Product_0015_W2,Product_0015S1M1W2,6586.0,40542,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0015,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,10550.0,Product_0015S2M3W2,0.03,Product_0015_W2,Product_0015S2M3W2,10550.0,40542,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0015,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,7245.0,Product_0015S3M3W2,0.03,Product_0015_W2,Product_0015S3M3W2,7245.0,40542,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0015,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,6159.0,Product_0015S4M1W2,0.03,Product_0015_W2,Product_0015S4M1W2,6159.0,40542,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0016,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,33351.0,Product_0016S1M1W2,0.02,Product_0016_W2,Product_0016S1M1W2,33351.0,91450,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0016,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,29671.0,Product_0016S2M3W2,0.02,Product_0016_W2,Product_0016S2M3W2,29671.0,91450,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0016,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,22126.0,Product_0016S3M3W2,0.02,Product_0016_W2,Product_0016S3M3W2,22126.0,91450,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0016,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,20278.0,Product_0016S4M1W2,0.02,Product_0016_W2,Product_0016S4M1W2,2638.0,91450,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0017,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,1917.0,Product_0017S1M1W2,0.03,Product_0017_W2,Product_0017S1M1W2,1917.0,8535,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0017,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,1936.0,Product_0017S2M3W2,0.03,Product_0017_W2,Product_0017S2M3W2,1936.0,8535,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0017,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,1963.0,Product_0017S3M3W2,0.03,Product_0017_W2,Product_0017S3M3W2,1963.0,8535,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0017,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,2331.0,Product_0017S4M1W2,0.03,Product_0017_W2,Product_0017S4M1W2,2331.0,8535,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0018,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,15044.0,Product_0018S1M1W2,0.1,Product_0018_W2,Product_0018S1M1W2,10977.0,45390,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0018,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,14586.0,Product_0018S2M3W2,0.1,Product_0018_W2,Product_0018S2M3W2,14586.0,45390,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0018,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,16153.0,Product_0018S3M3W2,0.1,Product_0018_W2,Product_0018S3M3W2,16153.0,45390,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0019,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,4625.0,Product_0019S1M1W2,0.02,Product_0019_W2,Product_0019S1M1W2,4625.0,17155,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0019,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,5928.0,Product_0019S2M3W2,0.02,Product_0019_W2,Product_0019S2M3W2,5928.0,17155,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0019,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,4352.0,Product_0019S3M3W2,0.02,Product_0019_W2,Product_0019S3M3W2,4352.0,17155,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0019,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,5727.0,Product_0019S4M1W2,0.02,Product_0019_W2,Product_0019S4M1W2,1751.0,17155,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0020,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,2853.0,Product_0020S1M1W2,0.07,Product_0020_W2,Product_0020S1M1W2,2853.0,13756,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0020,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,4556.0,Product_0020S2M3W2,0.07,Product_0020_W2,Product_0020S2M3W2,4556.0,13756,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0020,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,2971.0,Product_0020S3M3W2,0.07,Product_0020_W2,Product_0020S3M3W2,2971.0,13756,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0020,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,3806.0,Product_0020S4M1W2,0.07,Product_0020_W2,Product_0020S4M1W2,2856.0,13756,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0021,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,39377.0,Product_0021S2M3W2,0.1,Product_0021_W2,Product_0021S2M3W2,39377.0,72833,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0021,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,40405.0,Product_0021S3M3W2,0.1,Product_0021_W2,Product_0021S3M3W2,30763.0,72833,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0022,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,1359.0,Product_0022S1M1W2,0.04,Product_0022_W2,Product_0022S1M1W2,1359.0,5657,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0022,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,1209.0,Product_0022S2M3W2,0.04,Product_0022_W2,Product_0022S2M3W2,1209.0,5657,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0022,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,1465.0,Product_0022S3M3W2,0.04,Product_0022_W2,Product_0022S3M3W2,1465.0,5657,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0022,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,1421.0,Product_0022S4M1W2,0.04,Product_0022_W2,Product_0022S4M1W2,1421.0,5657,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0023,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,2553.0,Product_0023S1M1W2,0.1,Product_0023_W2,Product_0023S1M1W2,2553.0,12326,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0023,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,3489.0,Product_0023S2M3W2,0.1,Product_0023_W2,Product_0023S2M3W2,3489.0,12326,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0023,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,3224.0,Product_0023S3M3W2,0.1,Product_0023_W2,Product_0023S3M3W2,3224.0,12326,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0023,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,2517.0,Product_0023S4M1W2,0.1,Product_0023_W2,Product_0023S4M1W2,2517.0,12326,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0024,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,105470.0,Product_0024S1M1W2,0.01,Product_0024_W2,Product_0024S1M1W2,2226.0,182027,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0024,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,69306.0,Product_0024S2M3W2,0.01,Product_0024_W2,Product_0024S2M3W2,69306.0,182027,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0024,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,86801.0,Product_0024S3M3W2,0.01,Product_0024_W2,Product_0024S3M3W2,86801.0,182027,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0025,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,3591.0,Product_0025S1M1W2,0.1,Product_0025_W2,Product_0025S1M1W2,3311.0,12934,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0025,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,4816.0,Product_0025S2M3W2,0.1,Product_0025_W2,Product_0025S2M3W2,4816.0,12934,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0025,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,3889.0,Product_0025S3M3W2,0.1,Product_0025_W2,Product_0025S3M3W2,3889.0,12934,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0026,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,1413.0,Product_0026S1M1W2,0.06,Product_0026_W2,Product_0026S1M1W2,1413.0,5471,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0026,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,1263.0,Product_0026S2M3W2,0.06,Product_0026_W2,Product_0026S2M3W2,1263.0,5471,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0026,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,1618.0,Product_0026S3M3W2,0.06,Product_0026_W2,Product_0026S3M3W2,1618.0,5471,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0026,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,1086.0,Product_0026S4M1W2,0.06,Product_0026_W2,Product_0026S4M1W2,1071.0,5471,Category_005,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
